iso3,country_label,disponibilite_volaille_kg_hab_an,log_population_2017,part_importations_poulet,log_production_poulet,ease_business_score,political_stability,log_gdp_per_capita,log_distance_france,langue_officielle_commune_france,log_evenements_sanitaires,signal_maturite_bio_import
GTM,Guatemala,0.1164314597846207,0.42474624662644106,0.02027135686237523,0.6388462317876387,-0.10153394022450374,-0.679112051956987,-0.2022253240371334,0.7951934351505233,-0.47967540647319123,-0.5194246442940337,-0.3512631622998255
GUY,Guyana,1.322664998961265,-1.2528504754492187,-0.8781260017830143,-0.28305867259196377,-0.48634868006430887,0.02003693888119813,0.024782230579052753,0.5607387467859454,-0.47967540647319123,-0.5194246442940337,-0.3512631622998255
HND,Honduras,0.19453779818851388,0.10662269308586785,-0.7544694333499736,0.4727220221487551,-0.5566221660934961,-0.5759589221611893,-0.6896462301084001,0.770891436429735,-0.47967540647319123,-0.5194246442940337,-0.3512631622998255
HRV,Croatia,-0.5498495660781538,-0.3357882170172614,-0.27427592853740435,-0.06271134426272167,0.7927948441848879,0.8567234361137803,0.780273533828987,-1.6071888425868488,-0.47967540647319123,-0.5194246442940337,0.9355520323999038
HTI,Haiti,-0.6761780786270591,0.18963461409625199,1.8612053422568695,-0.8098280148964312,-2.020442097180412,-0.7020349696893866,-1.167388104852896,0.567092225944711,2.08474311274887,-0.5194246442940337,-0.36677696335303406
HUN,Hongrie,0.4349694833622368,0.12371726938201771,-0.5862493144102033,0.7078540437348044,0.7988617941276706,0.9942609425081775,0.8389196275915599,-1.445868973788098,-0.47967540647319123,1.4774954666899371,0.2968237630307654
IDN,Indonesia,-0.7929979934572295,1.921920698177608,-0.8861146954136789,1.625623750741227,0.32961250978622,-0.5071901689639906,-0.099919404574653,1.0813561195016332,-0.47967540647319123,0.8755348732258451,-0.5290776255674245
IND,Inde,-1.1305532124723152,2.8043984633323302,-0.8861004722843104,1.695835207122392,-0.15138493327657027,-0.8051880994851843,-0.6078447322614622,0.4423055832352345,-0.47967540647319123,0.5598633663681798,-0.34424417032873617
IRL,Ireland,0.4723246886858379,-0.26620815698853495,0.18511177530367318,0.3052137003782807,1.397573237490245,1.2120286609659727,1.7525998792966626,-1.9803731026763611,-0.47967540647319123,0.020219361037073082,-0.1874866829744055
IRQ,Iraq,-0.26595000561878607,0.8589106435740905,1.6244551746001377,0.18633166572718454,-1.465952892433764,-2.5817142237461463,-0.1435265626670111,-0.16284155375133877,-0.47967540647319123,-0.5194246442940337,-0.5758709053746874
ISL,Iceland,0.7528283213885146,-1.709672446721244,-0.5518143866818527,-0.7566561700984886,1.3082208966396607,1.6131797212829642,1.4141585740411942,-0.7847630156139402,-0.47967540647319123,0.3358908678947383,-0.27171458662747866
ISR,Israel,3.295699025598737,0.03350544872135019,-0.8861147239520956,0.8953393941305656,0.9326050344797935,-0.9541870647457812,1.0990789252082362,-0.34900665772584,-0.47967540647319123,0.5598633663681798,-0.3232690182268298
ITA,Italie,0.0009699160571266703,1.1200860782688915,-0.7397671622905123,1.153018658377233,0.8399585609255068,0.4211879991981896,1.1591832111748084,-1.5780869213927213,-0.47967540647319123,0.8755348732258451,2.858755832478408
JAM,Jamaica,2.189305762468809,-0.5312357390726786,-0.42925852943769477,0.3055986435003353,0.39870698359587914,0.4211879991981896,-0.11910799753701916,0.6232255561352358,-0.47967540647319123,-0.5194246442940337,-0.5571535934517824
JOR,Jordan,0.625141437736933,0.1268423502273961,-0.30429991891484653,0.5300680267856164,-0.23063295379813406,-0.5071901689639906,-0.23095517453335393,-0.31849709291732736,-0.47967540647319123,-0.5194246442940337,-0.5431156095096034
JPN,Japan,-0.024839134893724878,1.5243646846003038,-0.26821561436062935,1.477386919742978,1.2290874686815279,1.3381047084941702,1.1438522852913504,0.8830058163491933,-0.47967540647319123,2.8921659542462357,-0.5243982975866981
KAZ,Kazakhstan,-0.04046040257450352,0.4610055003079235,0.6161389411523637,0.42315454655466034,1.1373666125234068,0.11172860981079619,0.6414576222879134,0.2491930117351129,-0.47967540647319123,-0.5194246442940337,-0.3512631622998255
KEN,Kenya,-1.2358269729297362,1.0171566997813415,-0.8839841611913735,0.22892344374584941,0.21180005672067068,-1.2292620775345753,-0.9619833499066219,0.42448104285683025,-0.47967540647319123,-0.5194246442940337,-0.3512631622998255
KHM,Cambodge,-1.1224029858562568,0.39479408888855855,-0.7424704552834555,-0.5142801554424721,-0.7581372238365216,0.16903590414179498,-0.7878740149108622,0.9086224099800652,-0.47967540647319123,0.9955476102311287,-0.5290776255674245
KIR,Kiribati,-0.06015678356331127,-2.291630510081267,0.6808700328695634,-1.7396572838424225,-1.3413593033786961,1.0744911545715758,-1.4104934842053944,1.32589124779353,-0.47967540647319123,-0.5194246442940337,-0.3512631622998255
